# The endpoint differ's case matrix — `rust/endpoint-parity.sh` reads this file.
#
# Format:  <id> | <METHOD> | <path-and-query> | <json body or -> | <headers or ->
#
#   id      stable; names the dumped bodies under .parity-state/endpoint-diffs/
#           A LEADING `!` marks a KNOWN-OPEN case: the differ reports it in full
#           under a loud banner and does NOT fail the gate. Unported endpoints
#           belong here, in the file, not missing from it — "we know" beats
#           "nobody looked".
#   METHOD  GET / POST / PUT / DELETE / HEAD / OPTIONS
#   target  sent verbatim, query string included; it is not re-encoded
#   body    JSON, sent as application/json; `-` or empty means no body
#   headers OPTIONAL fifth field: `Name: value` lines separated by `;;`.
#           `;;` and not `;`, because a header VALUE contains `;`
#           (`text/html; charset=utf-8`) and `,` (`X-Foo, Content-Type`).
#           Added by the rulings pass for DIV-050: `CORSMiddleware` returns
#           immediately when there is no `Origin`, so 763 rows of evidence said
#           nothing whatever about it and it could not be ported honestly until
#           a row could reach it.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state that
# `POST /api/project-by-dir` writes and every project-scoped GET reads, so the
# rows run top to bottom against both servers and the state carries. Do not sort
# this file.
#
# Provenance of the row groups:
#   S-*   the four SPA page routes + the /static mount (RS-5-117..121) — the
#         wave's oracle: these serve the UNMODIFIED checked-in React bundle
#   P-*   routes/projects.py (RS-5-095..101)
#   D-*   routes/data.py (RS-5-066..070)
#   V-*   validation / error paths — the shapes a happy-path matrix never sees

# ── the React oracle ─────────────────────────────────────────────────────────
S-root              | GET | /                                  | -
#       cheap, always-terminating fixture for the required rows.
#   4f6cb3a7-a786-4fe2-8c40-66c5ec02d933  sessions.id 20, 22 messages, 12 of
#       them assistant rows carrying `tool_use` blocks, TWO of which name a
#       `file_path`. Ingested 2026-03-13 from a project nothing in this
#       campaign writes to, so it is stable. This is the fixture that actually
#       exercises the extractor, the excerpt builder and the fs replay.
#   -media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow  projects.id 314,
#       two sessions, 1,279 messages. One provider, so `get_project`'s
#       first-row-wins narrowing is not observable here (see DIV finding 8).

# ── the state row this file needs first (integrator strips it) ───────────────

# ── RS-5-092  GET /api/playback/{session_id} ─────────────────────────────────
# The two rows the claim named. `PB-session` is the 404 leg; `PB-session-real`
# is a session that EXISTS and has no tool calls — 200 with an empty list, the
# distinction the whole `page is None` return type exists to make.
PB-session          | GET | /api/playback/no-such-session | -
PB-session-real     | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | -

# The real extractor: tool-call pairing, the summary table, `byte_count` in
# BYTES, `duration_ms` from the result message's timestamp, and the 200-CODE-
# POINT `payload_excerpt` (which defaults ON for this endpoint).
PB-session-tools    | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933 | -
# `include_payload=0` must blank the excerpt and change nothing else.
PB-session-nopayload | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?include_payload=0 | -
# A filter subsets the list while each event KEEPS its `seq` from the full
# stream — the gap-preserving property a deep link depends on.
PB-session-filter   | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?tool_filter=Read,Edit | -
# A filter naming a tool the session never called: empty, not 404.
PB-session-filter-miss | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?tool_filter=Frobnicate | -
# `_parse_tool_filter` drops blank parts and then `cleaned or None` — so a
# filter of nothing but whitespace is NO filter, and every event survives.
PB-session-filter-blank | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?tool_filter=%20,%20, | -
# `truncated: true`, and the cap applies to the RETURNED list, not the scan.
PB-session-limit1   | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=1 | -
# Percent-decoding of the path parameter plus `ensure_ascii=False` on the way
# out: the 404 detail must ship the raw UTF-8 bytes of `café`.
PB-session-utf8     | GET | /api/playback/caf%C3%A9 | -
# An unclaimed method on a claimed path — FastAPI's `{"detail":"Method Not
# Allowed"}`, and no handler runs.
PB-session-post     | POST | /api/playback/no-such-session | -

# ── RS-5-092 validation legs (law 5: one row per branch) ─────────────────────
# `limit: int = Query(1000, ge=1, le=10_000)`. These three are the first rows in
# the whole matrix to issue `greater_than_equal` / `less_than_equal`, which
# carry a `ctx` object the type errors do not.
PB-session-limit-ge | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=0 | -
PB-session-limit-le | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=10001 | -
PB-session-limit-bad | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=abc | -
# pydantic's lax `str`→`int` accepts an integral float form and CPython's digit
# underscores; a big integer parses EXACTLY and then fails the bound, so this
# must be `less_than_equal` and not `int_parsing`. The `qs::opt_int` DIV-107
# defect is why this route coerces locally — finding 1.
PB-session-limit-float | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=100.0 | -
PB-session-limit-under | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=1_000 | -
PB-session-limit-big | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?limit=99999999999999999999 | -
# `include_payload: bool` — pydantic's boolean vocabulary, and what is outside it.
PB-session-bad-bool | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?include_payload=maybe | -
# TWO bad parameters: both are reported, in DECLARATION order (`limit` then
# `include_payload`), not in query-string order.
PB-session-two-errors | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933?include_payload=maybe&limit=0 | -

# ── RS-5-093  GET /api/playback/project/{project_slug} ───────────────────────
PB-project          | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -
PB-project-unknown  | GET | /api/playback/project/-no-such-project-anywhere | -
# `include_payload` defaults OFF here — this row turns it on over a small window
# so the excerpt builder is measured on the cross-session path too.
PB-project-payload  | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?include_payload=1&limit=5 | -
PB-project-filter   | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?tool_filter=Bash&limit=50 | -
# `since` — an ISO literal above every stamp, so the stream is empty.
PB-project-since-iso | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?since=2027-01-01 | -
# The RELATIVE grammar (`^\s*(\d+)\s*([dhm])\s*$`). 9,999 days lands the bound
# in 1999, so the millisecond gap between the two servers' `datetime.now(UTC)`
# calls cannot move a row. A `?since=7d` row would be a coin flip on any
# message written in that gap and is deliberately NOT here — finding 2.
PB-project-since-rel | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?since=9999d | -
# The regex allows internal whitespace and is case-insensitive.
PB-project-since-rel2 | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?since=%20999999%20H%20 | -
# Unrecognised → passed through as a LITERAL, and `'7 days' >= '2026-…'`
# lexically, so the SQL matches nothing. Harmless by design, and measurable.
PB-project-since-junk | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?since=7%20days | -
# Blank `since` is `None`, NOT an empty lower bound — no clause is added at all.
PB-project-since-blank | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?since= | -
# The project endpoint's bounds are a DIFFERENT pair (`ge=1, le=20_000`) and the
# `le` message carries `20000`, not `10000`.
PB-project-limit-ge | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?limit=0 | -
PB-project-limit-le | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?limit=20001 | -
PB-project-limit1   | GET | /api/playback/project/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow?limit=1 | -

# ── RS-5-091  GET /api/playback/{session_id}/fs ──────────────────────────────
# `at: str = Query(...)` — absent is FastAPI's `missing`, with a null `input`.
PB-fs-no-at         | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs | -
# A session with no assistant rows: 200, `files: {}`, `warnings: []`, and the
# `snapshot_ts` echo. No file means no risk sweep, so this row is instant.
PB-fs-empty         | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs?at=2026-07-30T00:00:00Z | -
# The full replay: Read seeds through the `cat -n` stripper, Edit substitutes,
# `operations_applied` counts per tool per file, and the risk overlay runs. Two
# files (~5 s of `LIKE` sweeps on both servers) — the ceiling this file accepts.
PB-fs-replay        | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933/fs?at=2026-03-14T00:00:00Z | -
# The CUTOFF, and it is placed BETWEEN the session's two file-touching calls
# (14:38:26.965 and 14:38:49.636), so this row returns ONE file where
# `PB-fs-replay` returns two. A cutoff that happens to fall after both — the
# obvious mid-session guess — measures nothing, and did on the first attempt.
PB-fs-cutoff        | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933/fs?at=2026-03-13T14:38:30Z | -
# `include_content=0` drops only the bodies; `byte_count` still measures the
# body that was NOT shipped.
PB-fs-no-content    | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933/fs?at=2026-03-14T00:00:00Z&include_content=0 | -
# A cutoff before the session began: empty, not an error.
PB-fs-early         | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933/fs?at=2020-01-01T00:00:00Z | -
# `paths` restricts the REPLAY, not just the output; a path the session never
# touched yields `files: {}` (and therefore no risk sweep).
PB-fs-paths-miss    | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933/fs?at=2026-03-14T00:00:00Z&paths=/nope,%20, | -
# A naive cutoff (no offset) against aware message stamps — the third row of
# `_ts_le`'s four-case table, where CPython compares WALL clocks and discards
# the offset.
PB-fs-naive-at      | GET | /api/playback/4f6cb3a7-a786-4fe2-8c40-66c5ec02d933/fs?at=2026-03-14T00:00:00 | -
# 404 — session not in store. Note the cutoff is parsed BEFORE the session is
# resolved, so this row needs a VALID `at` to reach the 404 at all.
PB-fs-404           | GET | /api/playback/no-such-session/fs?at=2026-01-01T00:00:00Z | -
# 422 — `at` present and unparseable. This is `HTTPException(422, detail=str(e))`,
# a one-key object with a STRING detail, and the message embeds Python's
# `repr()` of the raw value. NOT the pydantic list the rows above produce.
PB-fs-bad-at        | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs?at=nope | -
# An EMPTY `at` is present-but-unparseable, so it takes the string 422 and not
# the `missing` one — the distinction is `Query(...)` seeing a value at all.
PB-fs-blank-at      | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs?at= | -
# `include_content: bool` — the third field in the signature.
PB-fs-bad-bool      | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs?at=2026-07-30T00:00:00Z&include_content=maybe | -
# `missing` AND `bool_parsing` together, `at` first: declaration order again,
# and proof the dependency solver runs before the handler.
PB-fs-two-errors    | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs?include_content=maybe | -
# A repeated scalar takes the LAST occurrence (starlette's `QueryParams._dict`).
PB-fs-repeated-at   | GET | /api/playback/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/fs?at=nope&at=2026-07-30T00:00:00Z | -

# ── router precedence: the three paths overlap, and the overlap is measurable ─
# `/api/playback/project/fs` is matched by BOTH `/api/playback/{session_id}/fs`
# and `/api/playback/project/{project_slug}`. starlette takes the first
# REGISTERED (the fs route, `session_id="project"`); axum's trie prefers the
# static `project` segment and would take the other. `routes/playback.rs` carries
# an explicit shadow check to reconcile them — finding 3.
PB-project-named-fs | GET | /api/playback/project/fs | -
PB-project-named-fs-at | GET | /api/playback/project/fs?at=2026-01-01T00:00:00Z | -
# `/api/playback/project` with no slug is the SESSION route, id `"project"`.
PB-project-bare     | GET | /api/playback/project | -
# Four segments match no route on either side — FastAPI's JSON 404, not
# starlette's plain text.
PB-fs-four-segments | GET | /api/playback/project/x/fs?at=2026-01-01T00:00:00Z | -

# ══ member `live` ═════════════════════════════════════════════════════════════
# Batch E / member `live` — case rows for `routes/live.py` (RS-5-075/076).
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. The
# integrator merges these rows into that file, REPLACING the two existing
# `!LV-*` rows, and strips the leading `P-by-dir-known` selection row, which
# already runs earlier there.
#
# ── the honest headline ─────────────────────────────────────────────────────
#
# `/api/live/stats` IS PORTED AND MOUNTED, AND ITS ROWS STAY `!`. The payload
# stamps `burn.ts = datetime.now(UTC).isoformat()` at microsecond resolution,
# so no two responses byte-match — not python-vs-rust, and not python-vs-python
# on ONE server two seconds apart. Measured both ways before a line was ported;
# `DIV-e-live.md` carries the diffs. `!` here means "clock-stamped, permanently
# open by construction", the DIV-085 disposition, not "unported".
#
# What the `!` rows still buy is real: the differ executes them, so a 500, a
# panic, a schema drift or a shape change on either side surfaces in the dump
# under `.parity-state/endpoint-diffs/` even though the verdict is suppressed.
# The *content* proof is in `DIV-e-live.md`: five offsets, python and rust
# rendered from the same read-only store, byte-identical on every field except
# `.burn.ts`.
#
# `/api/live/stream` HAS NO ROW, EVER — DIV-136, restated in `SSE-PROBE-d.md`.
# `!` suppresses `Verdict::Divergent`, never `Verdict::Error`, and a body that
# never terminates books two harness errors and exits 2. Its verification is
# the recorded probe, now with both halves.
#
# Side effects: NONE. Every row is a GET or an unclaimed method on
# `/api/live/*`. `_live_stats_sync` opens the store read-write (that is what
# `store/db.py::connect` does) and Python additionally runs `schema.apply` —
# idempotent DDL the harness store already satisfies — but the handler issues
# only SELECTs. Nothing under `$STACKUNDERFLOW_HOME` is written.

# ── the state row this file needs first (integrator strips it) ───────────────

# ── the happy path and the timezone legs ────────────────────────────────────
# DIV-141 / finding 1: `burn.ts` is a clock stamp, so these can never go green.
# Everything else in the body is deterministic on a frozen store — six tools at
# 61/15/9/5/4/3 samples, both watermarks, and every burn figure but `ts`.
!LV-stats            | GET | /api/live/stats                        | -
# `-480` is minutes EAST of UTC and §6b divergence 5 (the React sign inversion)
# is INHERITED FAITHFULLY, exactly as `D-stats-tz` / `D-stats-tz-inverted` do
# for `/api/stats`. Both signs are ported, neither is "fixed": `-480` puts the
# local wall clock eight hours BEHIND UTC and `+480` eight hours ahead, which
# on the harness home moves `month_to_date` from 3857.83 to 0.0. The sign is
# load-bearing and both legs are measured.
!LV-stats-tz         | GET | /api/live/stats?timezone_offset=-480   | -
!LV-stats-tz-inverted| GET | /api/live/stats?timezone_offset=480    | -
# Zero is the default, spelled explicitly: it must take the same leg as an
# ABSENT parameter, not a different one.
!LV-stats-tz-zero    | GET | /api/live/stats?timezone_offset=0      | -

# ── the clamp that is NOT there (finding 2) ─────────────────────────────────
# `/api/stats` clamps `timezone_offset` to [-720, 840] inside
# `_project_stats_cached`. `routes/live.py` hands the raw int straight to
# `live_svc.snapshot`, so these two answer 200 with genuinely different buckets
# — probed: `-100000` gives month_to_date 1736.63 / projection 2340.67, and
# `+100000` gives 550.45 / 1895.99, neither of which is the `[-720, 840]`
# answer. Inheriting the missing clamp is the DIV-124 call for
# `/api/dashboard-data`, made again here. These rows exist so that if anyone
# ever "fixes" one side, the bodies stop matching in a way the dump shows.
!LV-stats-tz-under   | GET | /api/live/stats?timezone_offset=-100000 | -
!LV-stats-tz-over    | GET | /api/live/stats?timezone_offset=100000  | -

# ── the 500 the missing clamp makes reachable (finding 3) ───────────────────
# Not a validation error: the value coerces fine and then
# `now + timedelta(minutes=tz)` leaves `datetime`'s [year 1, year 9999] range.
# `OverflowError: date value out of range` at `services/live.py:203`, uncaught,
# so starlette's ServerErrorMiddleware answers 500 with the 21-byte plain-text
# body `Internal Server Error` and `content-type: text/plain; charset=utf-8`.
# NO `!`: the port reproduces that response byte for byte and the row is
# expected to go GREEN. It is also the only non-JSON response in the module.
#
# The asymmetry is real, not a typo. 2026 leaves ~7973 years of headroom
# forward and only ~2026 backward, so `+2147483647` is a 200 and
# `-2147483648` is a 500. Both are rows precisely because the boundary is
# counter-intuitive.
LV-stats-tz-overflow | GET | /api/live/stats?timezone_offset=-2147483648 | -
!LV-stats-tz-int32max| GET | /api/live/stats?timezone_offset=2147483647  | -

# ── the 422 legs (law 5, law 8) ─────────────────────────────────────────────
# `timezone_offset: int = 0` is coerced by FastAPI's dependency solver, so an
# uncoercible value never reaches the handler and the body is the FULL pydantic
# error LIST — NOT `json::validation_422_field_only`'s `{"detail":"<field>"}`.
# Measured, not assumed (law 6):
#   {"detail":[{"type":"int_parsing","loc":["query","timezone_offset"],
#     "msg":"Input should be a valid integer, unable to parse string as an
#     integer","input":"abc"}]}
# Expected GREEN — the port uses `json::validation_422`.
LV-stats-bad-int     | GET | /api/live/stats?timezone_offset=abc     | -
# An EMPTY value is NOT "absent": it is the empty string, and it fails to
# coerce with `"input":""`. This is the leg a port that reads "missing or
# empty -> default" would silently pass with a 200.
LV-stats-empty-int   | GET | /api/live/stats?timezone_offset=        | -
# pydantic will not narrow a float literal to an `int` field, even an integral
# one. `1.5` and `1.0` both 422.
LV-stats-float-int   | GET | /api/live/stats?timezone_offset=1.5     | -
# A bignum: Python's `int` is arbitrary-precision, so this COERCES and then
# 500s on the timedelta; `crate::qs::opt_int` parsed into `i64` and 422'd.
#
# CLOSED by the DIV-107 rewrite, and this row is the payoff for having named it
# here instead of leaving it to be rediscovered: `opt_int` saturates now rather
# than refusing, and `/api/live/stats` reaches the same overflow the reference
# does. `!` struck — the gate defends it.
LV-stats-bignum-int  | GET | /api/live/stats?timezone_offset=9999999999999999999999 | -

# ── starlette's routers (law 5) ─────────────────────────────────────────────
# A repeated scalar takes the LAST occurrence — starlette builds
# `QueryParams._dict` by comprehension. The first row must therefore be a 422
# (the junk value wins) and the second a 200 (the good value wins). A port that
# took the FIRST value would pass one row and fail the other, which is why both
# are here.
LV-stats-tz-repeat-bad  | GET | /api/live/stats?timezone_offset=-480&timezone_offset=abc  | -
!LV-stats-tz-repeat-good| GET | /api/live/stats?timezone_offset=abc&timezone_offset=-480  | -
# An unknown query parameter is IGNORED, not rejected — FastAPI does not run
# an extra-forbid model on query params.
!LV-stats-unknown-param | GET | /api/live/stats?bogus=1                | -
# The unclaimed methods. FastAPI's own handler renders
# `{"detail":"Method Not Allowed"}`; starlette's default plain text is
# replaced. Expected GREEN.
LV-stats-post        | POST   | /api/live/stats                    | -
LV-stats-put         | PUT    | /api/live/stats                    | -
LV-stats-delete      | DELETE | /api/live/stats                    | -
LV-stats-patch       | PATCH  | /api/live/stats                    | -
# A path under the prefix that no route claims: FastAPI's `{"detail":"Not
# Found"}`, not axum's empty 404. Expected GREEN.
LV-unknown-subpath   | GET | /api/live/nope                         | -

# ── the two trailing-slash rows, and why they are a PAIR ────────────────────
# starlette's `redirect_slashes` answers `307` + `location:` for a trailing
# slash on a REGISTERED path, and `404` for one that is not registered —
# measured: `/api/live/stats/` and `/api/live/stream/` both 307, while
# `/api/live/nope/` 404s. axum does neither redirect, so both 404 today.
#
# `LV-stats-slash` is therefore the pure DIV-133 control: a path mounted on
# BOTH servers, diverging only on the redirect. `LV-stream-slash` was the same
# 307-vs-404 shape, and batch E predicted that when DIV-133 landed this one
# would STAY 404 and become standing evidence that `/api/live/stream` is
# unmounted here (DIV-e-live.md finding 6).
#
# **The prediction is void, and it is void for a good reason: the premise
# expired.** DIV-320 mounted `/api/live/stream` (closing DIV-165) two batches
# after that note was written, so both rows redirect now and both are green.
# The note is kept rather than deleted because it is the useful shape of the
# mistake — a row whose MEANING depends on another row's state has to be re-read
# when that state moves, and nothing re-reads it automatically. The differ is
# what caught it: the row flipped to a candidate and the comment did not.
#
# A row on `/api/live/stream` ITSELF would still hang the differ and exit 2
# (DIV-136); the trailing slash is answered before the handler, which is exactly
# why this is the only safe form of the observation.
LV-stats-slash       | GET | /api/live/stats/                       | -
LV-stream-slash      | GET | /api/live/stream/                      | -

# ══ member `quality` ═════════════════════════════════════════════════════════════
# Batch E / quality — `routes/quality.py` (RS-5-102 / RS-5-103), closing DIV-135.
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. The
# integrator merges these rows into that file and strips the leading
# `P-by-dir-known` row, which already runs earlier there.
#
# ORDER IS NOT LOAD-BEARING for this group. Neither endpoint reads
# `deps.current_log_path` or any other server state; the selection row is here
# only for the batch-C convention. The rows are still listed 404s-first so that
# a failure in the cheap deterministic legs is visible before the slow ones run.
#
# ─────────────────────────────────────────────────────────────────────────────
# SAFETY — READ BEFORE ADDING ANY ROW ON A REAL SESSION ID
# ─────────────────────────────────────────────────────────────────────────────
# `grade_session` calls a local Ollama: `GET localhost:11434/api/tags` (3 s) then
# `POST /api/chat` (30 s). On THIS host :11434 is CLOSED — re-verified at probe
# time by `ss -ltn` (no listener), `curl` (exit 7, "Connection refused") and a
# direct `socket.create_connection` to 127.0.0.1 / ::1 / localhost (all ECONNREFUSED
# 111). Both sides therefore take the connect-refused path, and grading.py:205
# puts the `INSERT OR REPLACE` inside `if not is_fallback:` — so the fallback
# path WRITES NOTHING AND COMMITS NOTHING. Verified end to end: after ~20 grader
# hits per side across the probe, `SELECT COUNT(*) FROM session_quality_metrics`
# was still 0.
#
# IF :11434 IS EVER OPEN ON THE HOST RUNNING THIS MATRIX, DELETE THE
# `!QL-quality-real` ROW BEFORE RUNNING IT. With Ollama up the endpoint becomes
# (a) nondeterministic — a sampled grade — and (b) a real writer whose row the
# NEXT request serves from cache, so python-then-rust on one shared home stops
# being idempotent and the shared `.parity-state/fresh` store acquires a
# fabricated grade. Check first:  ss -ltn | grep 11434
#
# NOT IN THIS FILE, deliberately, so that "absent" never means "nobody looked":
#   * POST …/{real}/grade — `force=True`. While :11434 is closed it adds ZERO
#     coverage over the GET (both take the identical fallback path; measured,
#     byte for byte) and strictly more risk if the port ever opens. The probe
#     ran it on two real sessions and recorded the bodies in DIV-e-quality.md.
#   * The trailing-slash leg (`…/quality/`): Python answers 307, Rust 404. That
#     is DIV-133, the architect's `lib.rs` redirect_slashes item, explicitly out
#     of batch E's charter. Measured and recorded, no row.
#   * A stored-grade row. `get_stored_grade` is the ONLY fully deterministic
#     200 this module has — one indexed SELECT, no clock, no socket — and it has
#     no row because `session_quality_metrics` holds **0 rows** in
#     `.parity-state/fresh`. Only real LLM grades are ever persisted and nothing
#     has graded that snapshot. The day a row exists, add it: it is a free green.
#
# COST: the `!QL-quality-real` row is the most expensive row in the matrix.
# Measured 1.5–3.0 s (Python) and 3.9–8.0 s (Rust) per request, against 4–6 ms
# for every 404/405 row below. The cause is Python's own SQL, identical on both
# sides: the transcript joins the `messages` VIEW, a 16-partition UNION ALL that
# SQLite MATERIALIZES in full and then auto-indexes, to fetch 3 rows. Well inside
# the differ's 300 s timeout, so it terminates (DIV-136) — but it is ~10 s of
# wall clock and one line to drop if the matrix budget says no.


# ── the 404: the leg that fires BEFORE the grader, on both endpoints ─────────
# `SELECT id FROM sessions` misses -> `HTTPException(404, f"Session {sid} not
# found")`. Fully deterministic, no socket, no clock. These are the two rows the
# claim file listed as known-open; both are GREEN now.
QL-quality-missing  | GET  | /api/static-analysis/session/no-such-session-anywhere/quality | -
QL-grade-missing    | POST | /api/static-analysis/session/no-such-session-anywhere/grade   | -
# No query parameter is declared on either endpoint, so a stray one is ignored
# rather than 422'd — the one shape a `qs`-parsing port could have got wrong.
QL-quality-query    | GET  | /api/static-analysis/session/no-such-session-anywhere/quality?force=1 | -

# ── the detail string is an f-string, and the body is ensure_ascii=False ─────
# starlette percent-decodes the path param, the f-string interpolates it raw,
# and `JSONResponse` writes UTF-8 rather than `é` (law 1). 44 bytes, not 50.
QL-quality-unicode  | GET  | /api/static-analysis/session/caf%C3%A9%20session/quality | -
QL-grade-unicode    | POST | /api/static-analysis/session/caf%C3%A9%20session/grade   | -
# `+` is NOT a space in a path (only in a query string). Both sides agree.
QL-quality-plus     | GET  | /api/static-analysis/session/a+b/quality | -

# ── the unclaimed methods on both paths ─────────────────────────────────────
# FastAPI's JSON 405, not starlette's plain text. `quality` is GET-only and
# `grade` is POST-only, so each path answers 405 for the other's verb.
QL-quality-method   | POST   | /api/static-analysis/session/no-such-session-anywhere/quality | -
QL-grade-method     | GET    | /api/static-analysis/session/no-such-session-anywhere/grade   | -
QL-quality-delete   | DELETE | /api/static-analysis/session/no-such-session-anywhere/quality | -

# ── KNOWN-OPEN: two shared-router seams, measured here, owned elsewhere ──────
# NOT this module's handlers — both are pre-existing and reproduce on routes
# batches A, C and D already shipped green. Recorded as rows so the gap is in
# the file rather than missing from it; the fix is one change in `lib.rs`, which
# batch E may not make.
#
# An EMPTY non-terminal path segment. starlette compiles `{session_id}` to
# `[^/]+`, which needs at least one character, so Python never routes it and
# answers `{"detail":"Not Found"}`. axum's matchit DOES match the empty segment
# and hands the handler `""`, which the f-string renders with two spaces:
#   py {"detail":"Not Found"}      rs {"detail":"Session  not found"}
# A TERMINAL param is unaffected — `/api/static-analysis/session/` and
# `/api/context-replay/` both answer 404 identically on both sides — so this
# only surfaces where a param is followed by another segment.
!QL-quality-empty-id | GET  | /api/static-analysis/session//quality | -
!QL-grade-empty-id   | POST | /api/static-analysis/session//grade   | -
#
# A percent-encoded SLASH. uvicorn unquotes the raw path into `scope["path"]`
# BEFORE starlette routes it, so `a%2Fb` is two segments and nothing matches;
# hyper routed on the raw path and axum's `Path` decoded AFTER matching, so the
# handler got `a/b`:
#   py {"detail":"Not Found"}      rs {"detail":"Session a/b not found"}
#
# CLOSED — DIV-168, `crate::path_semantics`. This row is the NON-terminal case
# of the class (the escape is in the middle of the path, not at the end), which
# the three rows DIV-168 itself named are not; keeping it green is what stops a
# fix that only handles a trailing parameter.
QL-quality-encoded-slash | GET | /api/static-analysis/session/a%2Fb/quality | -

# ── KNOWN-OPEN: the one field that keeps a real-session 200 open ─────────────
# `graded_at` is `datetime.now(UTC)` (grading.py:200) and it is IN THE BODY, so
# two processes can never agree. Everything else does: the isolated two-server
# probe (python :8099 / rust :8098) found both bodies 368 bytes, same status,
# same `content-type`, same key order, and the FIRST DIFFERING BYTE AT OFFSET
# 331 OF 368 — inside the `graded_at` value and nowhere else. That probe, with
# its full diff, is the evidence this row cannot itself produce; it is written
# out in `parity/DIV-e-quality.md`.
#
# Read the SAFETY block at the top of this file before running this row.
# 04a86c63… is 3 messages, which is why it is this session and not a larger one.
!QL-quality-real    | GET  | /api/static-analysis/session/04a86c63-4cfd-4929-91a3-3edfe80e3e2f/quality | -

# ══ member `forks` ═════════════════════════════════════════════════════════════
# Batch E / `forks` — endpoint differ cases for `routes/forks.py` (RS-5-074).
#
# Format is `rust/parity/endpoint-cases.txt`'s; read that file's header first.
# The integrator merges these rows into the shared file and strips the leading
# `P-by-dir-known`, which already runs earlier there.
#
# `F-forks`, `F-forks-week` and `F-forks-bad-period` are the three ids the
# shared file currently carries with a leading `!` under DIV-142. They are
# reproduced here verbatim WITHOUT the `!`, because the endpoint is ported —
# flipping them is the point of this member. Every other row is new.
#
# FOR THE INTEGRATOR: if a neighbouring member's block leaves a DIFFERENT
# project selected by the time this block runs, these rows still diff cleanly —
# both servers read the same state in the same order, so they simply scope to
# whatever project is current. The only rows that assume a SPECIFIC project are
# `F-forks-log-path` (which names the slug itself) and the two `no-project`
# rows (which name a slug that exists nowhere).
#
# ── I CHECKED FOR A WALL-CLOCK STAMP FIRST, AND THERE IS NONE ────────────────
#
# The payload is `{period, scope, report, currency, warning}`. `scope` is
# `Scope.label` — a PHRASE ("today", "last 7 days", "this month (July 2026)",
